Peak	PeakRanges	Gene	rObs	pvalZ
373	1877	chr1:147928419-147928420	GPR89B	0.999305845928205	0
374	1900	chr1:149475337-149499966	NBPF19	0.994066387257374	4.22388677367991e-08
375	1903	chr1:149782689-149782690	FCGR1A	0.999509189261802	0
376	1910	chr1:149851060-149851061	HIST2H2AA4	0.999862571290494	0
377	1915	chr1:149886974-149886975	HIST2H2AC	0.995837361051524	0
378	1916	chr1:149887889-149899626	BOLA1	0.999948983496128	1.00047636841794e-09
379	1922	chr1:150067278-150067848	VPS45	0.995739250724688	3.03490566011533e-12
380	1923	chr1:150067700-150067701	VPS45	0.107496506420311	0.242875532385174
381	1924	chr1:150149182-150149916	PLEKHO1	0.984462802544568	0
382	1925	chr1:150173048-150173049	PLEKHO1	0.190819359570041	0.103271940211422
383	1932	chr1:150293719-150293920	MRPS21	0.9897440182512	6.5126187442921e-08
384	1933	chr1:150321532-150321533	PRPF3	0.985145540779425	0
385	1934	chr1:150364649-150364711	RPRD2	0.985490644584295	3.12724873219317e-07
386	1935	chr1:150487363-150487420	TARS2	0.999248345128249	2.49777976080168e-12
387	1938	chr1:150549368-150552088	ADAMTSL4	0.998393705641615	6.75952072093366e-10
388	1949	chr1:150926338-150926424	SETDB1	0.997302619840548	1.035719787712e-08
389	1956	chr1:151036320-151036615	BNIPL	1	0
390	1954	chr1:151006403-151008375	C1orf56	0.0671590315746704	0.197639826864227
391	1957	chr1:151047750-151047751	C1orf56	0.996916560513115	0
392	1958	chr1:151057757-151057758	MLLT11	1	0
393	1960	chr1:151070760-151088158	GABPB2	0.991919138736084	0
394	1963	chr1:151156648-151156649	TNFAIP8L2	0.997822452195826	1.66627933673169e-10
395	1965	chr1:151166041-151166079	SCNM1	0.998538010914117	1.17055254378329e-11
396	1968	chr1:151198551-151198553	PIP5K1A	0.99910474467282	2.98427949019242e-13
397	1969	chr1:151254702-151254709	PSMD4	0.985794344801203	9.15822973013292e-12
398	1971	chr1:151282311-151282312	ZNF687	0.999862571290494	0
399	1978	chr1:151399572-151399573	PSMB4	0.976525739783274	0
400	1980	chr1:151511386-151511387	CGN	1	3.33066907387547e-16
401	1983	chr1:151612005-151612050	SNX27	0.987670483906955	1.80135906191481e-10
402	1984	chr1:151613362-151613363	SNX27	0.222711006437996	0.0266332013709848
403	2060	chr1:153357853-153357854	S100A9	0.943827670282232	0.0450359614322382
404	2077	chr1:153633981-153638342	CHTOP	0.997441294786821	7.38776817499343e-11
405	2078	chr1:153634396-153634397	SNAPIN	0.202380244972295	0.0317339227741478
406	2079	chr1:153658702-153658703	SNAPIN	0.999380009683106	7.06061176192208e-09
407	2082	chr1:153728049-153750854	INTS3	0.998538010914117	8.99280649946377e-14
408	2085	chr1:153774353-153775407	SLC27A3	0.999433189387959	0
409	2097	chr1:153990761-153990762	RPS27	0.820956261599249	0.27446224151109
410	2101	chr1:154220178-154225082	UBAP2L	0.998151783103123	0
411	2103	chr1:154272510-154272668	HAX1	0.985135423826942	0
412	2105	chr1:154325552-154327800	ATP8B2	0.995610805441769	0
413	2106	chr1:154405192-154405343	IL6R	0.954611523276504	4.54525306281539e-13
414	2125	chr1:154974652-154974683	CKS1B	0.99939781943056	0
415	2126	chr1:154983343-154988541	FLAD1	0.999140893312203	0
416	2128	chr1:155002629-155014448	ZBTB7B	0.998860645806415	2.60347299274599e-13
417	2132	chr1:155051285-155051352	ADAM15	0.999739685014462	4.87690306586464e-05
418	2133	chr1:155063736-155063761	EFNA4	1	0
419	2136	chr1:155135343-155135852	SLC50A1	0.998860645806415	1.68116631726889e-10
420	2143	chr1:155208698-155209247	MTX1	0.996528018071306	2.89505422967906e-08
421	2151	chr1:155308747-155308970	FDPS	0.992736169122731	0
422	2152	chr1:155320893-155324577	RUSC1	1	7.66904906246424e-09
423	2155	chr1:155562041-155562042	ASH1L-AS1	0.999862571290494	1.15485399021509e-12
424	2157	chr1:155610217-155610241	MSTO1	0.999948983496128	5.87945806838075e-05
425	2160	chr1:155687966-155689094	DAP3	0.983143879472874	1.36900490943503e-11
426	2163	chr1:155857203-155859400	SYT11	0.161707059015404	0.0924921039792772
427	2164	chr1:155859566-155859567	SYT11	0.999789628692318	7.99558419473101e-09
428	2174	chr1:156054751-156054850	LAMTOR2	0.99708867241142	0
429	2177	chr1:156082577-156126555	LMNA	0.999512808150029	1.5702084077418e-10
430	2178	chr1:156150018-156154371	SEMA4A	0.99931800459721	4.06809808062292e-10
431	2179	chr1:156193931-156194089	SLC25A44	0.999220611872403	7.78266340262235e-13
432	2180	chr1:156212992-156213007	PMF1	0.985566708686491	6.09314065869171e-09
433	2181	chr1:156242183-156242184	BGLAP	1	1.64301905414277e-12
434	2184	chr1:156282947-156284325	TMEM79	0.999948983496128	2.57805998771232e-11
435	2187	chr1:156337313-156338902	TSACC	1	1.57963688462992e-07
436	2195	chr1:156579726-156579727	TTC24	1	0
437	2196	chr1:156591761-156591778	NAXE	0.999140893312203	8.95403517997551e-08
438	2206	chr1:156691996-156691997	RRNAD1	0.492365963917331	7.22039941047914e-06
439	2210	chr1:156728441-156732025	RRNAD1	0.999739685014462	0
440	2213	chr1:156767534-156767535	PRCC	0.996683428338311	3.4459063491532e-08
441	2219	chr1:156920631-156920632	LRRC71	1	0
442	2236	chr1:158179946-158179947	CD1D	0.9994631448585	0
443	2238	chr1:158254423-158254424	CD1A	1	0
444	2239	chr1:158289922-158289923	CD1C	1	1.4210854715202e-14
445	2241	chr1:158353695-158353989	CD1E	1	7.66904906246424e-09
446	2257	chr1:158831350-158831351	MNDA	0.99119561685625	0.000225544373478992
447	2258	chr1:158931551-158931568	PYHIN1	0.995250685618413	1.11022302462516e-16
448	2259	chr1:159009891-159014681	IFI16	0.9291299436265	1.82847960328303e-07
449	2264	chr1:159289713-159302336	FCER1A	1	0
450	2271	chr1:159780931-159780962	DUSP23	0.999862571290494	9.44553044518459e-05
451	2272	chr1:159800511-159802424	FCRL6	0.999862571290494	6.49269527031038e-12
452	2273	chr1:159826810-159826873	SLAMF8	0.999862571290494	0
453	2292	chr1:160205336-160205421	PEA15	0.999033545397997	3.68994456878546e-07
454	2298	chr1:160343382-160343383	NCSTN	0.996752912271936	0
455	2307	chr1:160739056-160739291	SLAMF7	0.999453395793937	2.95319324550292e-14
456	2308	chr1:160796073-160796187	LY9	0.98972709670382	7.71432895341206e-09
457	2322	chr1:161118104-161118118	NIT1	0.999380009683106	9.47290521580157e-08
458	2324	chr1:161153977-161153978	UFC1	0.981840747100713	0
459	2326	chr1:161159478-161159537	USP21	0.999948983496128	0
460	2327	chr1:161166409-161166840	PPOX	0.998538010914117	5.47691447749798e-10
461	2330	chr1:161199314-161202147	NDUFS2	0.994236155089383	8.34651470160708e-09
462	2331	chr1:161215278-161215295	FCER1G	0.993465214159542	0.00179362048266585
463	2333	chr1:161225938-161226304	TOMM40L	0.99957921310992	2.22044604925031e-15
464	2337	chr1:161314256-161314388	SDHC	0.996061219667687	0
465	2343	chr1:161505429-161505430	FCGR2A	0.997964865587209	2.04231874745275e-08
466	2344	chr1:161524539-161524540	HSPA6	0.999789628692318	3.80605547078972e-11
467	2348	chr1:161663146-161663161	FCGR2B	0.999380009683106	2.41480382079384e-06
468	2350	chr1:161706971-161707295	FCRLA	0.99879545684129	2.39599784457312e-10
469	2351	chr1:161721562-161722659	FCRLB	1	0
470	2352	chr1:161749785-161749786	DUSP12	0.999739685014462	0
471	2354	chr1:161766319-161766320	ATF6	0.975994647199677	7.71049890602171e-13
472	2363	chr1:162497250-162497818	UHMK1	0.985769981479217	0
473	2365	chr1:162561505-162566037	UAP1	0.998318744793232	0
474	2368	chr1:162790722-162790801	HSD17B7	0.999862571290494	6.49646703099194e-08
475	2375	chr1:163321899-163321954	NUF2	0.999074389265772	5.13165065996191e-11
476	2387	chr1:165631212-165632240	MGST3	0.992435156550605	0
477	2392	chr1:165827613-165895585	UCK2	0.999965644593308	4.36384206548013e-09
478	2400	chr1:166839456-166840089	POGK	0.999158448371174	0
479	2408	chr1:167220511-167220512	POU2F1	0.180637571520982	0.0938571206988275
480	2416	chr1:167630092-167630232	RCSD1	0.917974806818021	0
481	2418	chr1:167721981-167722152	MPZL1	0.997285610518817	0
482	2422	chr1:167936558-167936818	DCAF6	0.987678616280808	5.66435787163755e-13
483	2424	chr1:168178961-168179055	TIPRL	0.995754685365856	1.11022302462516e-16
484	2425	chr1:168225949-168226008	SFT2D2	0.992233490548942	1.10974701836852e-05
485	2426	chr1:168280876-168280877	TBX19	0.999789628692318	0
486	2438	chr1:169105696-169106690	ATP1B1	0.999948983496128	0
487	2441	chr1:169367969-169368195	BLZF1	0.998544827619841	4.55029569579324e-10
488	2451	chr1:169794729-169795921	C1orf112	0.998393705641615	3.76563505821714e-05
489	2459	chr1:170532128-170532131	GORAB	0.999739685014462	5.48616707618521e-12
490	2470	chr1:171314182-171314183	FMO4	0.999739685014462	1.05015995899294e-12
491	2471	chr1:171485550-171512032	PRRC2C	0.901987823537637	3.79160483499064e-06
492	2476	chr1:171841497-171841529	DNM3	0.999862571290494	0.000212565950199362
493	2482	chr1:172532348-172533183	SUCO	0.981721796926485	0
494	2489	chr1:173419544-173489407	PRDX6	0.272259499703145	0.0111058668778915
495	2490	chr1:173477334-173477335	PRDX6	0.992712051984221	1.08808517751413e-11
496	2495	chr1:173714980-173714981	KLHL20	0.997671089598523	4.44089209850063e-15
497	2497	chr1:173824652-173824960	DARS2	0.999789628692318	0
498	2500	chr1:173868081-173868956	ZBTB37	0.999789628692318	6.66066418686384e-08
499	2510	chr1:174999162-175000213	CACYBP	0.997852899981091	4.17166301502903e-12
500	2511	chr1:174999622-174999623	CACYBP	0.0698524190658952	0.386630709965547
501	2524	chr1:176463170-176463175	PAPPA2	1	0
502	2539	chr1:178725146-178725165	RALGPS2	0.998334710729717	0.215788052205938
503	2540	chr1:178726284-178726285	RALGPS2	0.230865953897199	0.0251581464125326
504	2542	chr1:179025893-179025894	FAM20B	0.997938868211014	1.99840144432528e-15
505	2543	chr1:179082069-179082086	TOR3A	0.999433189387959	2.69073652248153e-12
506	2545	chr1:179293713-179293797	SOAT1	0.994529554935846	0
507	2556	chr1:179882041-179882696	TOR1AIP1	0.995497070399842	0
508	2560	chr1:179954809-179954810	CEP350	0.942939969260276	2.08721928629529e-14
509	2562	chr1:180154868-180154897	QSOX1	0.998318744793232	1.20936594072418e-11
510	2563	chr1:180230263-180230264	LHX4	0.999948983496128	0
511	2566	chr1:180632021-180632032	XPR1	0.986768459215153	6.72195632489547e-12
512	2568	chr1:180912896-180928147	KIAA1614	1	1.64301905414277e-12
513	2572	chr1:181033424-181034003	MR1	0.992871422444746	4.44089209850063e-16
514	2573	chr1:181088699-181088700	IER5	0.995520775409228	0
515	2594	chr1:182789448-182794350	NPL	0.994738211638449	4.46309655899313e-14
516	2595	chr1:182839346-182839347	DHX9	0.980029159729259	0
517	2596	chr1:182839560-182839561	DHX9	0.219214678170213	0.0280685187715682
518	2598	chr1:183023419-183023420	LAMC1	1	7.66904906246424e-09
519	2605	chr1:183472477-183472621	SMG7	0.988040628979589	2.20157225783169e-13
520	2613	chr1:184051650-184051718	TSEN15	0.998448949007958	8.26538837372937e-11
521	2617	chr1:184387028-184387029	C1orf21	0.999557251771505	2.52146115098384e-08
522	2624	chr1:185045525-185045558	RNF2	0.999077860094422	1.17730047932696e-10
523	2626	chr1:185157079-185157167	SWT1	0.998428660743972	4.60731452989194e-12
524	2631	chr1:185734390-185734391	HMCN1	0.999948983496128	0
525	2643	chr1:186828948-186828949	PLA2G4A	0.999723199691518	8.62123345490851e-07
526	2664	chr1:192158461-192158462	RGS18	0.99800877360123	2.82018852715282e-12
527	2668	chr1:192575772-192575773	RGS1	0.999553372630993	0
528	2671	chr1:192809038-192809039	RGS2	0.995069304230032	1.32981337308546e-06
529	2675	chr1:193121957-193122180	CDC73	0.984604478605299	1.91120166359582e-08
530	2677	chr1:193345569-193345570	LINC01031	1	0
531	2687	chr1:196651877-196652056	CFH	1	2.5986990337401e-12
532	2702	chr1:198156997-198157121	NEK7	0.940044227932035	2.39308572957952e-12
533	2706	chr1:198638967-198639097	PTPRC	0.77981211551415	0.189500025995054
534	2707	chr1:198667060-198667061	PTPRC	0.0783214672758673	0.658356561690196
535	2723	chr1:200739557-200739779	CAMSAP2	0.999645766903515	1.4063801700992e-07
536	2724	chr1:200872980-200872981	GPR25	1	0
537	2743	chr1:201622884-201739868	NAV1	0.999511864377695	1.11022302462516e-16
538	2747	chr1:201829156-201829157	IPO9	0.991176597400808	1.91873748731641e-05
539	2748	chr1:201888707-201888708	SHISA4	1	1.64301905414277e-12
540	2751	chr1:201955502-201955503	TIMM17A	0.996410571867928	1.63202784619898e-14
541	2752	chr1:201982647-201982652	RNPEP	0.995156465613242	1.85296222809939e-13
542	2756	chr1:202122916-202122917	GPR37L1	1	0
543	2759	chr1:202193900-202214155	LGR6	1	0
544	2772	chr1:203007373-203007374	TMEM183A	0.997925739313926	1.66533453693773e-15
545	2773	chr1:203026497-203051240	PPFIA4	1	0
546	2783	chr1:203305518-203305519	BTG2	0.978978372866337	1.12495790460798e-09
547	2787	chr1:203626560-203682809	ATP2B4	0.988257001937265	9.4008007963664e-06
548	2788	chr1:203765176-203765183	LAX1	0.998860645806415	0.0387096313589544
549	2791	chr1:203861598-203863625	SNRPE	0.988248962581131	0
550	2794	chr1:204073114-204112916	SOX13	1	0
551	2808	chr1:204516378-204525519	MDM4	0.978751549763758	4.95798202493347e-09
552	2819	chr1:205227945-205257189	TMCC2	0.999948983496128	0
553	2827	chr1:205504594-205504599	CDK18	1	4.10349678957589e-05
554	2828	chr1:205569013-205579566	MFSD4A	0.999947942424286	3.68706842834854e-10
555	2847	chr1:206205625-206205909	SRGAP2	0.98852790237946	1.15921817667175e-06
556	2848	chr1:206470475-206470642	IKBKE	0.995406223745748	0
557	2849	chr1:206497727-206497728	IKBKE	0.0526716632888239	0.426475595577044
558	2850	chr1:206503947-206503948	IKBKE	0.227400372734783	0.0703393372387351
559	2851	chr1:206507530-206557165	RASSF5	0.970782159091757	7.85704834527223e-12
560	2855	chr1:206684943-206685037	MAPKAPK2	0.994900367403289	0.0311175765791316
561	2856	chr1:206770763-206833708	IL19	1	0.000370197764702707
562	2859	chr1:206897442-206897444	IL24	0.999948983496128	1.65190083833977e-12
563	2871	chr1:207321375-207321748	CD55	0.959967501939013	1.97175609173428e-13
564	2873	chr1:207454229-207471068	CR2	1	1.64301905414277e-12
565	2874	chr1:207496146-207496268	CR1	0.998145722911332	7.53841433720481e-14
566	2876	chr1:207645132-207645133	CR1L	1	1.64301905414277e-12
567	2878	chr1:207752056-207752123	CD46	0.946099338020516	4.12632999435836e-07
568	2899	chr1:209675411-209675412	G0S2	1	1.71051613861994e-05
569	2900	chr1:209686179-209704846	HSD11B1	1	0
570	2902	chr1:209756031-209768615	TRAF3IP3	0.909929201197262	2.47933448738191e-06
571	2916	chr1:211259278-211259975	RCOR3	0.991191283769675	2.20943263684603e-11
572	2917	chr1:211326614-211346364	TRAF5	0.995527013356224	5.8608673469962e-12
573	2919	chr1:211382735-211433226	LINC00467	0.999645766903515	1.82589458219695e-07
574	2932	chr1:212035552-212035748	DTL	1	7.22039941047914e-06
575	2935	chr1:212285409-212301806	PPP2R5A	0.975439352030974	5.32191898772183e-07
576	2937	chr1:212331712-212331713	PPP2R5A	0.17663794010321	0.0634681036076532
577	2941	chr1:212432919-212432920	NENF	0.999380009683106	0
578	2947	chr1:212565333-212615178	ATF3	0.994942478509873	2.55891175315881e-06
579	2953	chr1:212791827-212791906	TATDN3	0.999023513826903	1.08959952171972e-10
580	2956	chr1:212858274-212858275	FLVCR1	0.999674602735569	1.11022302462516e-16
581	2960	chr1:213051232-213051255	RPS6KC1	0.961608311653312	1.92263649811952e-06
582	2969	chr1:214281158-214281159	SMYD2	0.999478471579579	0
583	2972	chr1:214603194-214647967	CENPF	0.999973971550901	1.33226762955019e-15
584	2976	chr1:215567303-215567304	KCTD3	0.999965644593308	0
585	2983	chr1:217631343-217631344	SPATA17	1	0
586	2989	chr1:218285292-218285293	RRP15	0.998056690620868	2.46872522424724e-11
587	2996	chr1:219173874-219173878	LYPLAL1	0.986354975998455	0
588	3006	chr1:220094131-220094132	IARS2	0.981275758821411	0
589	3012	chr1:220690362-220690363	C1orf115	1	0
590	3013	chr1:220748268-220748322	MARC2	1	0
591	3014	chr1:220786912-220786913	MARC1	0.999948983496128	1.41975320389065e-12
592	3018	chr1:220879442-220879443	HLX	0.999948983496128	7.05424814400057e-05
593	3035	chr1:222618096-222644303	MIA3	0.988069790252036	2.9964919434633e-13
594	3038	chr1:222712552-222713321	BROX	0.998005538794121	1.61184071645337e-08
595	3039	chr1:222737306-222746529	FAM177B	0.999948983496128	4.92111992822508e-07
596	3050	chr1:223701592-223712539	CAPN2	0.981922849648399	2.19924925206616e-05
597	3053	chr1:224114110-224114111	FBXO28	0.995431185160589	1.32075728132008e-09
598	3054	chr1:224183239-224183266	DEGS1	0.990352448457486	1.38285882711475e-06
599	3055	chr1:224213624-224213625	DEGS1	0.141406037802527	0.152518152113739
600	3056	chr1:224219612-224219613	DEGS1	0.25054145422522	0.0121269646134097
601	3058	chr1:224356857-224356893	CNIH4	0.997925739313926	8.83304540622021e-12
602	3072	chr1:225736273-225736274	SRP9	0.273765379928439	0.0168650231625053
603	3073	chr1:225777812-225777935	SRP9	0.990149560579779	3.73282573518097e-07
604	3074	chr1:225810094-225825354	EPHX1	1	1.64301905414277e-12
605	3082	chr1:226061850-226063977	H3F3A	0.876317547588953	0.00146008168942968
606	3083	chr1:226061897-226061898	H3F3A	0.032095364015331	0.742887569731359
607	3084	chr1:226083589-226083951	H3F3A	0.152591090616766	0.14508974388928
608	3096	chr1:226870615-226884623	PSEN2	1	0
609	3105	chr1:227563542-227650992	ZNF678	0.99957921310992	8.90084906890465e-08
610	3106	chr1:227728656-227735453	SNAP47	0.998860645806415	8.1379347705024e-14
611	3114	chr1:228082659-228083150	ARF1	0.968074872501814	6.59488074150616e-08
612	3118	chr1:228139961-228145454	GUK1	0.982202169566059	0
613	3121	chr1:228165803-228165804	IBA57	0.99957921310992	1.00341956965622e-12
614	3122	chr1:228208062-228211784	OBSCN	0.998318744793232	0
615	3123	chr1:228212638-228213664	OBSCN	0.315930930389507	0.00141806632782737
616	3135	chr1:228458106-228458107	HIST3H2BB	1	0
617	3136	chr1:228487381-228487489	RNF187	0.997827935935876	0
618	3143	chr1:229271061-229271111	RAB4A	0.997370007048992	5.55111512312578e-16
619	3153	chr1:229626246-229626247	URB2	0.99975950861215	1.41454736812818e-10
620	3156	chr1:230067237-230067238	GALNT2	0.988933929878273	0
621	3162	chr1:230642480-230642811	COG2	0.994750752225895	5.49258660997864e-07
622	3173	chr1:230979093-230979094	ARV1	0.999739685014462	1.6091572518917e-12
623	3178	chr1:231241211-231241212	GNPAT	0.996994907676017	0
624	3179	chr1:231337103-231338293	SPRTN	0.999023513826903	0
625	3183	chr1:231528668-231528669	TSNAX	0.981023458665628	0
626	3185	chr1:231626814-231626868	DISC1	0.980592499128634	1.39441095337034e-08
627	3193	chr1:232804891-232804892	MAP10	1	0
628	3195	chr1:232950610-232950640	NTPCR	0.999008034356846	1.76414336472419e-08
629	3209	chr1:234373455-234373701	COA6	0.999677921511856	2.79214429355079e-11
630	3210	chr1:234373592-234373593	COA6	0.0275530655411278	0.662211871568284
631	3234	chr1:235327349-235328571	GGPS1	0.999862571290494	2.15371414036269e-07
632	3235	chr1:235327486-235328219	GGPS1	0.0912718898839037	0.103393527028191
633	3236	chr1:235328569-235362954	TBCE	0.998372801842153	0
634	3246	chr1:236142538-236142539	GPR137B	0.997728848567936	0
635	3249	chr1:236518238-236526071	LGALS8	0.988236944798329	2.11927142501622e-11
636	3255	chr1:236795291-236795682	MTR	0.990914894177196	2.03255469011232e-07
637	3286	chr1:241532133-241532405	KMO	0.998587462640285	0
638	3290	chr1:241652277-241683580	WDR64	0.999948983496128	0
639	3301	chr1:243256040-243256041	SDCCAG8	0.9568390665066	0
640	3307	chr1:244048938-244051283	ZBTB18	0.999463167930436	1.11022302462516e-16
641	3312	chr1:244352634-244352635	C1orf100	1	0
642	3316	chr1:244653102-244653126	DESI2	0.997699221157233	0
643	3320	chr1:244835615-244835658	COX20	0.992007550056068	0.000393596674653551
644	3323	chr1:244969868-244970327	EFCAB2	0.990399823033127	2.66814681459948e-10
645	3324	chr1:244971087-244971088	EFCAB2	0.074191386636642	0.35708370286664
646	3335	chr1:246566455-246566514	CNST	0.984616513275066	0.000609250423008523
647	3339	chr1:246724408-246724409	SCCPDH	0.999862571290494	4.39648317751562e-14
648	3354	chr1:247416155-247418795	NLRP3	0.995281024916694	2.58527958196808e-06
649	3406	chr1:248838223-248838224	ZNF672	0.999965644593308	1.76052784683911e-07
650	3409	chr1:248906195-248906235	PGBD2	1	5.45634574744547e-07
651	17	chr1:827521-827522	LINC00115	0.999948983496128	0
